"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","WIRELESSWIRED","TOT","100HAB","A","2012",32.758,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2013",51.258,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2014",53.459,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2015",61.56,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2016",66.017,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2017",75.506,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2018",76.145,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2019",87.364,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2020",89.553,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2021",93.36,
"BEL","WIRELESSWIRED","TOT","100HAB","A","2022",94.591,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2010",29.482,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2011",38.399,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2012",45.571,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2013",51.788,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2014",54.405,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2015",61.714,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2016",69.162,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2017",72.331,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2018",76.414,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2019",82.287,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2020",77.078,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2021",80.723,
"CAN","WIRELESSWIRED","TOT","100HAB","A","2022",85.103,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2010",5.157,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2011",38.155,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2012",45.009,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2013",53.288,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2014",68.073,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2015",73.597,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2016",80.737,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2017",82.881,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2018",88.306,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2019",92.682,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2020",94.473,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2021",97.535,
"CZE","WIRELESSWIRED","TOT","100HAB","A","2022",103.142,
"DNK","WIRELESSWIRED","TOT","100HAB","A","2010",63.921,
"DNK","WIRELESSWIRED","TOT","100HAB","A","2011",83.506,
"DNK","WIRELESSWIRED","TOT","100HAB","A","2012",97.336,
"DNK","WIRELESSWIRED","TOT","100HAB","A","2013",102.264,
"DNK","WIRELESSWIRED","TOT","100HAB","A","2014",109.632,
"DNK","WIRELESSWIRED","TOT","100HAB","A","2015",117.204,
"DNK","WIRELESSWIRED","TOT","100HAB","A","2016",123.202,
"DNK","WIRELESSWIRED","TOT","100HAB","A","2017",128.778,
"DNK","WIRELESSWIRED","TOT","100HAB","A","2018",139.675,
"DNK","WIRELESSWIRED","TOT","100HAB","A","2019",136.396,
"DNK","WIRELESSWIRED","TOT","100HAB","A","2020",137.774,
"DNK","WIRELESSWIRED","TOT","100HAB","A","2021",141.701,
"DNK","WIRELESSWIRED","TOT","100HAB","A","2022",141.775,
"FIN","WIRELESSWIRED","TOT","100HAB","A","2010",30.578,
"FIN","WIRELESSWIRED","TOT","100HAB","A","2011",65.883,
"FIN","WIRELESSWIRED","TOT","100HAB","A","2012",87.92,
"FIN","WIRELESSWIRED","TOT","100HAB","A","2013",121.897,
"FIN","WIRELESSWIRED","TOT","100HAB","A","2014",135.652,
"FIN","WIRELESSWIRED","TOT","100HAB","A","2015",141.775,
"FIN","WIRELESSWIRED","TOT","100HAB","A","2016",143.213,
"FIN","WIRELESSWIRED","TOT","100HAB","A","2017",153.226,
"FIN","WIRELESSWIRED","TOT","100HAB","A","2018",154.635,
"FIN","WIRELESSWIRED","TOT","100HAB","A","2019",155.209,
"FIN","WIRELESSWIRED","TOT","100HAB","A","2020",156.038,
"FIN","WIRELESSWIRED","TOT","100HAB","A","2021",156.997,
"FIN","WIRELESSWIRED","TOT","100HAB","A","2022",159.981,
"FRA","WIRELESSWIRED","TOT","100HAB","A","2010",35.525,
"FRA","WIRELESSWIRED","TOT","100HAB","A","2011",42.469,
"FRA","WIRELESSWIRED","TOT","100HAB","A","2012",49.964,
"FRA","WIRELESSWIRED","TOT","100HAB","A","2013",55.383,
"FRA","WIRELESSWIRED","TOT","100HAB","A","2014",64.711,
"FRA","WIRELESSWIRED","TOT","100HAB","A","2015",73.796,
"FRA","WIRELESSWIRED","TOT","100HAB","A","2016",79.1,
"FRA","WIRELESSWIRED","TOT","100HAB","A","2017",83.646,
"FRA","WIRELESSWIRED","TOT","100HAB","A","2018",88.283,
"FRA","WIRELESSWIRED","TOT","100HAB","A","2019",93.241,
"FRA","WIRELESSWIRED","TOT","100HAB","A","2020",95.227,
"FRA","WIRELESSWIRED","TOT","100HAB","A","2021",99.551,
"FRA","WIRELESSWIRED","TOT","100HAB","A","2022",100.913,
"DEU","WIRELESSWIRED","TOT","100HAB","A","2010",26.406,
"DEU","WIRELESSWIRED","TOT","100HAB","A","2011",35.628,
"DEU","WIRELESSWIRED","TOT","100HAB","A","2012",41.799,
"DEU","WIRELESSWIRED","TOT","100HAB","A","2013",54.786,
"DEU","WIRELESSWIRED","TOT","100HAB","A","2014",64.922,
"DEU","WIRELESSWIRED","TOT","100HAB","A","2015",71.579,
"DEU","WIRELESSWIRED","TOT","100HAB","A","2016",76.619,
"DEU","WIRELESSWIRED","TOT","100HAB","A","2017",79.254,
"DEU","WIRELESSWIRED","TOT","100HAB","A","2018",82.78,
"DEU","WIRELESSWIRED","TOT","100HAB","A","2019",86.961,
"DEU","WIRELESSWIRED","TOT","100HAB","A","2020",91.369,
"DEU","WIRELESSWIRED","TOT","100HAB","A","2021",94.631,
"DEU","WIRELESSWIRED","TOT","100HAB","A","2022",92.132,
"GRC","WIRELESSWIRED","TOT","100HAB","A","2010",25.056,
"GRC","WIRELESSWIRED","TOT","100HAB","A","2011",30.565,
"GRC","WIRELESSWIRED","TOT","100HAB","A","2012",34.631,
"GRC","WIRELESSWIRED","TOT","100HAB","A","2013",36.601,
"GRC","WIRELESSWIRED","TOT","100HAB","A","2014",41.496,
"GRC","WIRELESSWIRED","TOT","100HAB","A","2015",46.935,
"GRC","WIRELESSWIRED","TOT","100HAB","A","2016",52.981,
"GRC","WIRELESSWIRED","TOT","100HAB","A","2017",65.785,
"GRC","WIRELESSWIRED","TOT","100HAB","A","2018",79.789,
"GRC","WIRELESSWIRED","TOT","100HAB","A","2019",85.085,
"GRC","WIRELESSWIRED","TOT","100HAB","A","2020",86.284,
"GRC","WIRELESSWIRED","TOT","100HAB","A","2021",92.81,
"GRC","WIRELESSWIRED","TOT","100HAB","A","2022",98.269,
"HUN","WIRELESSWIRED","TOT","100HAB","A","2010",7.775,
"HUN","WIRELESSWIRED","TOT","100HAB","A","2011",17.197,
"HUN","WIRELESSWIRED","TOT","100HAB","A","2012",23.159,
"HUN","WIRELESSWIRED","TOT","100HAB","A","2013",26.476,
"HUN","WIRELESSWIRED","TOT","100HAB","A","2014",34.267,
"HUN","WIRELESSWIRED","TOT","100HAB","A","2015",40.081,
"HUN","WIRELESSWIRED","TOT","100HAB","A","2016",44.808,
"HUN","WIRELESSWIRED","TOT","100HAB","A","2017",48.79,
"HUN","WIRELESSWIRED","TOT","100HAB","A","2018",67.334,
"HUN","WIRELESSWIRED","TOT","100HAB","A","2019",73.371,
"HUN","WIRELESSWIRED","TOT","100HAB","A","2020",75.443,
"HUN","WIRELESSWIRED","TOT","100HAB","A","2021",82.208,
"HUN","WIRELESSWIRED","TOT","100HAB","A","2022",86.232,
"ISL","WIRELESSWIRED","TOT","100HAB","A","2010",45.633,
"ISL","WIRELESSWIRED","TOT","100HAB","A","2011",57.944,
"ISL","WIRELESSWIRED","TOT","100HAB","A","2012",71.505,
"ISL","WIRELESSWIRED","TOT","100HAB","A","2013",75.988,
"ISL","WIRELESSWIRED","TOT","100HAB","A","2014",86.803,
"ISL","WIRELESSWIRED","TOT","100HAB","A","2015",95.104,
"ISL","WIRELESSWIRED","TOT","100HAB","A","2016",105.536,
"ISL","WIRELESSWIRED","TOT","100HAB","A","2017",113.102,
"ISL","WIRELESSWIRED","TOT","100HAB","A","2018",115.941,
"ISL","WIRELESSWIRED","TOT","100HAB","A","2019",115.861,
"ISL","WIRELESSWIRED","TOT","100HAB","A","2020",114.388,
"ISL","WIRELESSWIRED","TOT","100HAB","A","2021",118.779,
"ISL","WIRELESSWIRED","TOT","100HAB","A","2022",123.721,
"IRL","WIRELESSWIRED","TOT","100HAB","A","2010",44.458,
"IRL","WIRELESSWIRED","TOT","100HAB","A","2011",58.704,
"IRL","WIRELESSWIRED","TOT","100HAB","A","2012",63.986,
"IRL","WIRELESSWIRED","TOT","100HAB","A","2013",67.259,
"IRL","WIRELESSWIRED","TOT","100HAB","A","2014",81.416,
"IRL","WIRELESSWIRED","TOT","100HAB","A","2015",97.286,
"IRL","WIRELESSWIRED","TOT","100HAB","A","2016",100.329,
"IRL","WIRELESSWIRED","TOT","100HAB","A","2017",101.106,
"IRL","WIRELESSWIRED","TOT","100HAB","A","2018",102.908,
"IRL","WIRELESSWIRED","TOT","100HAB","A","2019",104.443,
"IRL","WIRELESSWIRED","TOT","100HAB","A","2020",103.644,
"IRL","WIRELESSWIRED","TOT","100HAB","A","2021",107.963,
"IRL","WIRELESSWIRED","TOT","100HAB","A","2022",115.976,
"ITA","WIRELESSWIRED","TOT","100HAB","A","2010",38.217,
"ITA","WIRELESSWIRED","TOT","100HAB","A","2011",44.941,
"ITA","WIRELESSWIRED","TOT","100HAB","A","2012",50.484,
"ITA","WIRELESSWIRED","TOT","100HAB","A","2013",61.165,
"ITA","WIRELESSWIRED","TOT","100HAB","A","2014",72.205,
"ITA","WIRELESSWIRED","TOT","100HAB","A","2015",79.557,
"ITA","WIRELESSWIRED","TOT","100HAB","A","2016",84.206,
"ITA","WIRELESSWIRED","TOT","100HAB","A","2017",87.011,
"ITA","WIRELESSWIRED","TOT","100HAB","A","2018",91.957,
"ITA","WIRELESSWIRED","TOT","100HAB","A","2019",95.041,
"ITA","WIRELESSWIRED","TOT","100HAB","A","2020",94.776,
"ITA","WIRELESSWIRED","TOT","100HAB","A","2021",97,
"ITA","WIRELESSWIRED","TOT","100HAB","A","2022",96.069,
"JPN","WIRELESSWIRED","TOT","100HAB","A","2010",76.311,
"JPN","WIRELESSWIRED","TOT","100HAB","A","2011",81.935,
"JPN","WIRELESSWIRED","TOT","100HAB","A","2012",85.408,
"JPN","WIRELESSWIRED","TOT","100HAB","A","2013",111.978,
"JPN","WIRELESSWIRED","TOT","100HAB","A","2014",124.006,
"JPN","WIRELESSWIRED","TOT","100HAB","A","2015",138.471,
"JPN","WIRELESSWIRED","TOT","100HAB","A","2016",151.978,
"JPN","WIRELESSWIRED","TOT","100HAB","A","2017",163.102,
"JPN","WIRELESSWIRED","TOT","100HAB","A","2018",172.282,
"JPN","WIRELESSWIRED","TOT","100HAB","A","2019",178.856,
"JPN","WIRELESSWIRED","TOT","100HAB","A","2020",185.364,
"JPN","WIRELESSWIRED","TOT","100HAB","A","2021",190.493,
"JPN","WIRELESSWIRED","TOT","100HAB","A","2022",196.475,
"KOR","WIRELESSWIRED","TOT","100HAB","A","2010",95.498,
"KOR","WIRELESSWIRED","TOT","100HAB","A","2011",101.801,
"KOR","WIRELESSWIRED","TOT","100HAB","A","2012",102.634,
"KOR","WIRELESSWIRED","TOT","100HAB","A","2013",102.902,
"KOR","WIRELESSWIRED","TOT","100HAB","A","2014",105.921,
"KOR","WIRELESSWIRED","TOT","100HAB","A","2015",106.953,
"KOR","WIRELESSWIRED","TOT","100HAB","A","2016",108.777,
"KOR","WIRELESSWIRED","TOT","100HAB","A","2017",111.932,
"KOR","WIRELESSWIRED","TOT","100HAB","A","2018",112.707,
"KOR","WIRELESSWIRED","TOT","100HAB","A","2019",113.703,
"KOR","WIRELESSWIRED","TOT","100HAB","A","2020",115.619,
"KOR","WIRELESSWIRED","TOT","100HAB","A","2021",117.347,
"KOR","WIRELESSWIRED","TOT","100HAB","A","2022",120.149,
"LUX","WIRELESSWIRED","TOT","100HAB","A","2010",49.993,
"LUX","WIRELESSWIRED","TOT","100HAB","A","2011",63.881,
"LUX","WIRELESSWIRED","TOT","100HAB","A","2012",79.417,
"LUX","WIRELESSWIRED","TOT","100HAB","A","2013",86.063,
"LUX","WIRELESSWIRED","TOT","100HAB","A","2014",84.184,
"LUX","WIRELESSWIRED","TOT","100HAB","A","2015",83.772,
"LUX","WIRELESSWIRED","TOT","100HAB","A","2016",82.52,
"LUX","WIRELESSWIRED","TOT","100HAB","A","2017",86.097,
"LUX","WIRELESSWIRED","TOT","100HAB","A","2018",93.298,
"LUX","WIRELESSWIRED","TOT","100HAB","A","2019",111.645,
"LUX","WIRELESSWIRED","TOT","100HAB","A","2020",107.562,
"LUX","WIRELESSWIRED","TOT","100HAB","A","2021",111.321,
"LUX","WIRELESSWIRED","TOT","100HAB","A","2022",114.299,
"MEX","WIRELESSWIRED","TOT","100HAB","A","2013",29.236,
"MEX","WIRELESSWIRED","TOT","100HAB","A","2014",42.979,
"MEX","WIRELESSWIRED","TOT","100HAB","A","2015",52.823,
"MEX","WIRELESSWIRED","TOT","100HAB","A","2016",62.343,
"MEX","WIRELESSWIRED","TOT","100HAB","A","2017",66.582,
"MEX","WIRELESSWIRED","TOT","100HAB","A","2018",71.585,
"MEX","WIRELESSWIRED","TOT","100HAB","A","2019",77.99,
"MEX","WIRELESSWIRED","TOT","100HAB","A","2020",80.214,
"MEX","WIRELESSWIRED","TOT","100HAB","A","2021",85.771,
"MEX","WIRELESSWIRED","TOT","100HAB","A","2022",87.167,
"NLD","WIRELESSWIRED","TOT","100HAB","A","2010",38.008,
"NLD","WIRELESSWIRED","TOT","100HAB","A","2011",52.519,
"NLD","WIRELESSWIRED","TOT","100HAB","A","2012",61.17,
"NLD","WIRELESSWIRED","TOT","100HAB","A","2013",64.193,
"NLD","WIRELESSWIRED","TOT","100HAB","A","2014",68.989,
"NLD","WIRELESSWIRED","TOT","100HAB","A","2015",76.553,
"NLD","WIRELESSWIRED","TOT","100HAB","A","2016",88.18,
"NLD","WIRELESSWIRED","TOT","100HAB","A","2017",90.269,
"NLD","WIRELESSWIRED","TOT","100HAB","A","2018",116.237,
"NLD","WIRELESSWIRED","TOT","100HAB","A","2019",119.197,
"NLD","WIRELESSWIRED","TOT","100HAB","A","2020",127.68,
"NLD","WIRELESSWIRED","TOT","100HAB","A","2021",133.722,
"NLD","WIRELESSWIRED","TOT","100HAB","A","2022",122.578,
"NZL","WIRELESSWIRED","TOT","100HAB","A","2010",38.67,
"NZL","WIRELESSWIRED","TOT","100HAB","A","2011",66.261,
"NZL","WIRELESSWIRED","TOT","100HAB","A","2012",71.131,
"NZL","WIRELESSWIRED","TOT","100HAB","A","2013",84.965,
"NZL","WIRELESSWIRED","TOT","100HAB","A","2014",97.777,
"NZL","WIRELESSWIRED","TOT","100HAB","A","2015",107.623,
"NZL","WIRELESSWIRED","TOT","100HAB","A","2016",103.673,
"NZL","WIRELESSWIRED","TOT","100HAB","A","2017",98.417,
"NZL","WIRELESSWIRED","TOT","100HAB","A","2018",95.597,
"NZL","WIRELESSWIRED","TOT","100HAB","A","2019",105.277,
"NZL","WIRELESSWIRED","TOT","100HAB","A","2020",91.118,
"NZL","WIRELESSWIRED","TOT","100HAB","A","2021",100.645,
"NZL","WIRELESSWIRED","TOT","100HAB","A","2022",103.297,
"NOR","WIRELESSWIRED","TOT","100HAB","A","2010",65.351,
"NOR","WIRELESSWIRED","TOT","100HAB","A","2011",62.763,
"NOR","WIRELESSWIRED","TOT","100HAB","A","2012",79.262,
"NOR","WIRELESSWIRED","TOT","100HAB","A","2013",84.344,
"NOR","WIRELESSWIRED","TOT","100HAB","A","2014",87.997,
"NOR","WIRELESSWIRED","TOT","100HAB","A","2015",94.602,
"NOR","WIRELESSWIRED","TOT","100HAB","A","2016",95.73,
"NOR","WIRELESSWIRED","TOT","100HAB","A","2017",98.327,
"NOR","WIRELESSWIRED","TOT","100HAB","A","2018",99.663,
"NOR","WIRELESSWIRED","TOT","100HAB","A","2019",102.298,
"NOR","WIRELESSWIRED","TOT","100HAB","A","2020",102.353,
"NOR","WIRELESSWIRED","TOT","100HAB","A","2021",104.043,
"NOR","WIRELESSWIRED","TOT","100HAB","A","2022",102.864,
"POL","WIRELESSWIRED","TOT","100HAB","A","2010",47.998,
"POL","WIRELESSWIRED","TOT","100HAB","A","2011",49.673,
"POL","WIRELESSWIRED","TOT","100HAB","A","2012",58.026,
"POL","WIRELESSWIRED","TOT","100HAB","A","2013",54.532,
"POL","WIRELESSWIRED","TOT","100HAB","A","2014",55.292,
"POL","WIRELESSWIRED","TOT","100HAB","A","2015",61.55,
"POL","WIRELESSWIRED","TOT","100HAB","A","2016",79.369,
"POL","WIRELESSWIRED","TOT","100HAB","A","2017",94.372,
"POL","WIRELESSWIRED","TOT","100HAB","A","2018",108.386,
"POL","WIRELESSWIRED","TOT","100HAB","A","2019",116.998,
"POL","WIRELESSWIRED","TOT","100HAB","A","2020",124.588,
"POL","WIRELESSWIRED","TOT","100HAB","A","2021",131.268,
"POL","WIRELESSWIRED","TOT","100HAB","A","2022",132.474,
"PRT","WIRELESSWIRED","TOT","100HAB","A","2010",24.271,
"PRT","WIRELESSWIRED","TOT","100HAB","A","2011",27.7,
"PRT","WIRELESSWIRED","TOT","100HAB","A","2012",33.039,
"PRT","WIRELESSWIRED","TOT","100HAB","A","2013",37.272,
"PRT","WIRELESSWIRED","TOT","100HAB","A","2014",49.052,
"PRT","WIRELESSWIRED","TOT","100HAB","A","2015",53.308,
"PRT","WIRELESSWIRED","TOT","100HAB","A","2016",62.73,
"PRT","WIRELESSWIRED","TOT","100HAB","A","2017",69.074,
"PRT","WIRELESSWIRED","TOT","100HAB","A","2018",73.645,
"PRT","WIRELESSWIRED","TOT","100HAB","A","2019",78.698,
"PRT","WIRELESSWIRED","TOT","100HAB","A","2020",80.046,
"PRT","WIRELESSWIRED","TOT","100HAB","A","2021",88.586,
"PRT","WIRELESSWIRED","TOT","100HAB","A","2022",95.714,
"SVK","WIRELESSWIRED","TOT","100HAB","A","2010",20.79,
"SVK","WIRELESSWIRED","TOT","100HAB","A","2011",32.352,
"SVK","WIRELESSWIRED","TOT","100HAB","A","2012",35.427,
"SVK","WIRELESSWIRED","TOT","100HAB","A","2013",50.428,
"SVK","WIRELESSWIRED","TOT","100HAB","A","2014",59.91,
"SVK","WIRELESSWIRED","TOT","100HAB","A","2015",67.973,
"SVK","WIRELESSWIRED","TOT","100HAB","A","2016",79.188,
"SVK","WIRELESSWIRED","TOT","100HAB","A","2017",82.779,
"SVK","WIRELESSWIRED","TOT","100HAB","A","2018",86.093,
"SVK","WIRELESSWIRED","TOT","100HAB","A","2019",89.212,
"SVK","WIRELESSWIRED","TOT","100HAB","A","2020",88.333,
"SVK","WIRELESSWIRED","TOT","100HAB","A","2021",88.848,
"SVK","WIRELESSWIRED","TOT","100HAB","A","2022",88.995,
"ESP","WIRELESSWIRED","TOT","100HAB","A","2010",27.496,
"ESP","WIRELESSWIRED","TOT","100HAB","A","2011",64.53,
"ESP","WIRELESSWIRED","TOT","100HAB","A","2012",53.402,
"ESP","WIRELESSWIRED","TOT","100HAB","A","2013",67.326,
"ESP","WIRELESSWIRED","TOT","100HAB","A","2014",78.07,
"ESP","WIRELESSWIRED","TOT","100HAB","A","2015",84.1,
"ESP","WIRELESSWIRED","TOT","100HAB","A","2016",89.283,
"ESP","WIRELESSWIRED","TOT","100HAB","A","2017",94.944,
"ESP","WIRELESSWIRED","TOT","100HAB","A","2018",98.4,
"ESP","WIRELESSWIRED","TOT","100HAB","A","2019",102.132,
"ESP","WIRELESSWIRED","TOT","100HAB","A","2020",103.959,
"ESP","WIRELESSWIRED","TOT","100HAB","A","2021",107.658,
"ESP","WIRELESSWIRED","TOT","100HAB","A","2022",110.01,
"SWE","WIRELESSWIRED","TOT","100HAB","A","2010",83.812,
"SWE","WIRELESSWIRED","TOT","100HAB","A","2011",97.267,
"SWE","WIRELESSWIRED","TOT","100HAB","A","2012",104.786,
"SWE","WIRELESSWIRED","TOT","100HAB","A","2013",109.964,
"SWE","WIRELESSWIRED","TOT","100HAB","A","2014",115.552,
"SWE","WIRELESSWIRED","TOT","100HAB","A","2015",120.52,
"SWE","WIRELESSWIRED","TOT","100HAB","A","2016",122.344,
"SWE","WIRELESSWIRED","TOT","100HAB","A","2017",120.73,
"SWE","WIRELESSWIRED","TOT","100HAB","A","2018",124.428,
"SWE","WIRELESSWIRED","TOT","100HAB","A","2019",125.746,
"SWE","WIRELESSWIRED","TOT","100HAB","A","2020",125.828,
"SWE","WIRELESSWIRED","TOT","100HAB","A","2021",127.246,
"SWE","WIRELESSWIRED","TOT","100HAB","A","2022",133.154,
"CHE","WIRELESSWIRED","TOT","100HAB","A","2010",43.916,
"CHE","WIRELESSWIRED","TOT","100HAB","A","2011",50.7,
"CHE","WIRELESSWIRED","TOT","100HAB","A","2012",54.886,
"CHE","WIRELESSWIRED","TOT","100HAB","A","2013",70.471,
"CHE","WIRELESSWIRED","TOT","100HAB","A","2014",96.376,
"CHE","WIRELESSWIRED","TOT","100HAB","A","2015",99.232,
"CHE","WIRELESSWIRED","TOT","100HAB","A","2016",97.786,
"CHE","WIRELESSWIRED","TOT","100HAB","A","2017",95.521,
"CHE","WIRELESSWIRED","TOT","100HAB","A","2018",99.585,
"CHE","WIRELESSWIRED","TOT","100HAB","A","2019",100.617,
"CHE","WIRELESSWIRED","TOT","100HAB","A","2020",101.543,
"CHE","WIRELESSWIRED","TOT","100HAB","A","2021",100.907,
"CHE","WIRELESSWIRED","TOT","100HAB","A","2022",103.633,
"TUR","WIRELESSWIRED","TOT","100HAB","A","2010",9.87,
"TUR","WIRELESSWIRED","TOT","100HAB","A","2011",19.816,
"TUR","WIRELESSWIRED","TOT","100HAB","A","2012",26.232,
"TUR","WIRELESSWIRED","TOT","100HAB","A","2013",31.745,
"TUR","WIRELESSWIRED","TOT","100HAB","A","2014",41.928,
"TUR","WIRELESSWIRED","TOT","100HAB","A","2015",49.947,
"TUR","WIRELESSWIRED","TOT","100HAB","A","2016",65.26,
"TUR","WIRELESSWIRED","TOT","100HAB","A","2017",70.903,
"TUR","WIRELESSWIRED","TOT","100HAB","A","2018",75.046,
"TUR","WIRELESSWIRED","TOT","100HAB","A","2019",75.573,
"TUR","WIRELESSWIRED","TOT","100HAB","A","2020",78.707,
"TUR","WIRELESSWIRED","TOT","100HAB","A","2021",83.222,
"TUR","WIRELESSWIRED","TOT","100HAB","A","2022",84.017,
"GBR","WIRELESSWIRED","TOT","100HAB","A","2010",46.804,
"GBR","WIRELESSWIRED","TOT","100HAB","A","2011",55.667,
"GBR","WIRELESSWIRED","TOT","100HAB","A","2012",67.944,
"GBR","WIRELESSWIRED","TOT","100HAB","A","2013",71.804,
"GBR","WIRELESSWIRED","TOT","100HAB","A","2014",76.213,
"GBR","WIRELESSWIRED","TOT","100HAB","A","2015",83.179,
"GBR","WIRELESSWIRED","TOT","100HAB","A","2016",83.449,
"GBR","WIRELESSWIRED","TOT","100HAB","A","2017",88.168,
"GBR","WIRELESSWIRED","TOT","100HAB","A","2018",99.585,
"GBR","WIRELESSWIRED","TOT","100HAB","A","2019",104.921,
"GBR","WIRELESSWIRED","TOT","100HAB","A","2020",108.969,
"GBR","WIRELESSWIRED","TOT","100HAB","A","2021",112.882,
"GBR","WIRELESSWIRED","TOT","100HAB","A","2022",114.577,
"USA","WIRELESSWIRED","TOT","100HAB","A","2010",61.008,
"USA","WIRELESSWIRED","TOT","100HAB","A","2011",77.562,
"USA","WIRELESSWIRED","TOT","100HAB","A","2012",86.016,
"USA","WIRELESSWIRED","TOT","100HAB","A","2013",93.998,
"USA","WIRELESSWIRED","TOT","100HAB","A","2014",104.583,
"USA","WIRELESSWIRED","TOT","100HAB","A","2015",116.575,
"USA","WIRELESSWIRED","TOT","100HAB","A","2016",126.051,
"USA","WIRELESSWIRED","TOT","100HAB","A","2017",131.998,
"USA","WIRELESSWIRED","TOT","100HAB","A","2018",144.061,
"USA","WIRELESSWIRED","TOT","100HAB","A","2019",149.131,
"USA","WIRELESSWIRED","TOT","100HAB","A","2020",156.357,
"USA","WIRELESSWIRED","TOT","100HAB","A","2021",168.175,
"USA","WIRELESSWIRED","TOT","100HAB","A","2022",176.033,
"CHL","WIRELESSWIRED","TOT","100HAB","A","2010",8.46,
"CHL","WIRELESSWIRED","TOT","100HAB","A","2011",17.98,
"CHL","WIRELESSWIRED","TOT","100HAB","A","2012",28.282,
"CHL","WIRELESSWIRED","TOT","100HAB","A","2013",35.712,
"CHL","WIRELESSWIRED","TOT","100HAB","A","2014",50.039,
"CHL","WIRELESSWIRED","TOT","100HAB","A","2015",55.963,
"CHL","WIRELESSWIRED","TOT","100HAB","A","2016",71.087,
"CHL","WIRELESSWIRED","TOT","100HAB","A","2017",86.501,
"CHL","WIRELESSWIRED","TOT","100HAB","A","2018",91.468,
"CHL","WIRELESSWIRED","TOT","100HAB","A","2019",94.239,
